통계표코드,통계표명,항목코드,항목명,주기,단위
901Y009,4.2.1. 소비자물가지수,E05103,소형가사용품,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E06,일상 생활용품 및 가사 서비스,A,2020=100
901Y009,4.2.1. 소비자물가지수,E06,일상 생활용품 및 가사 서비스,M,2020=100
901Y009,4.2.1. 소비자물가지수,E06,일상 생활용품 및 가사 서비스,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E061,비내구성 가정용품,A,2020=100
901Y009,4.2.1. 소비자물가지수,E061,비내구성 가정용품,M,2020=100
901Y009,4.2.1. 소비자물가지수,E061,비내구성 가정용품,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E06101,세탁세제,A,2020=100
901Y009,4.2.1. 소비자물가지수,E06101,세탁세제,M,2020=100
901Y009,4.2.1. 소비자물가지수,E06101,세탁세제,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E06102,섬유유연제,A,2020=100
901Y009,4.2.1. 소비자물가지수,E06102,섬유유연제,M,2020=100
901Y009,4.2.1. 소비자물가지수,E06102,섬유유연제,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E06103,전구,A,2020=100
901Y009,4.2.1. 소비자물가지수,E06103,전구,M,2020=100
901Y009,4.2.1. 소비자물가지수,E06103,전구,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E06104,부엌용세제,A,2020=100
901Y009,4.2.1. 소비자물가지수,E06104,부엌용세제,M,2020=100
901Y009,4.2.1. 소비자물가지수,E06104,부엌용세제,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E06105,청소용세제,A,2020=100
901Y009,4.2.1. 소비자물가지수,E06105,청소용세제,M,2020=100
901Y009,4.2.1. 소비자물가지수,E06105,청소용세제,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E06106,살충제,A,2020=100
901Y009,4.2.1. 소비자물가지수,E06106,살충제,M,2020=100
901Y009,4.2.1. 소비자물가지수,E06106,살충제,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E06107,가정용비닐용품,A,2020=100
901Y009,4.2.1. 소비자물가지수,E06107,가정용비닐용품,M,2020=100
901Y009,4.2.1. 소비자물가지수,E06107,가정용비닐용품,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E06108,키친타월,A,2020=100
901Y009,4.2.1. 소비자물가지수,E06108,키친타월,M,2020=100
901Y009,4.2.1. 소비자물가지수,E06108,키친타월,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E06109,방향제,A,2020=100
901Y009,4.2.1. 소비자물가지수,E06109,방향제,M,2020=100
901Y009,4.2.1. 소비자물가지수,E06109,방향제,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E06110,습기제거제,A,2020=100
901Y009,4.2.1. 소비자물가지수,E06110,습기제거제,M,2020=100
901Y009,4.2.1. 소비자물가지수,E06110,습기제거제,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E062,가구내 고용 및 가사 서비스,A,2020=100
901Y009,4.2.1. 소비자물가지수,E062,가구내 고용 및 가사 서비스,M,2020=100
901Y009,4.2.1. 소비자물가지수,E062,가구내 고용 및 가사 서비스,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E06201,가사도우미료,A,2020=100
901Y009,4.2.1. 소비자물가지수,E06201,가사도우미료,M,2020=100
901Y009,4.2.1. 소비자물가지수,E06201,가사도우미료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E06202,간병도우미료,A,2020=100
901Y009,4.2.1. 소비자물가지수,E06202,간병도우미료,M,2020=100
901Y009,4.2.1. 소비자물가지수,E06202,간병도우미료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F,보건,A,2020=100
901Y009,4.2.1. 소비자물가지수,F,보건,M,2020=100
901Y009,4.2.1. 소비자물가지수,F,보건,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01,의료용품 및 장비,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01,의료용품 및 장비,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01,의료용품 및 장비,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F011,의약품,A,2020=100
901Y009,4.2.1. 소비자물가지수,F011,의약품,M,2020=100
901Y009,4.2.1. 소비자물가지수,F011,의약품,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01101,감기약,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01101,감기약,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01101,감기약,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01102,진통제,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01102,진통제,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01102,진통제,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01103,소화제,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01103,소화제,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01103,소화제,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01104,위장약,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01104,위장약,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01104,위장약,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01105,진해거담제,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01105,진해거담제,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01105,진해거담제,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01106,소염진통제,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01106,소염진통제,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01106,소염진통제,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01107,피부질환제,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01107,피부질환제,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01107,피부질환제,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01108,치과구강용약,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01108,치과구강용약,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01108,치과구강용약,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01109,조제약,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01109,조제약,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01109,조제약,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01110,한방약,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01110,한방약,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01110,한방약,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01111,인삼,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01111,인삼,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01111,인삼,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01112,홍삼,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01112,홍삼,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01112,홍삼,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01113,비타민제,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01113,비타민제,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01113,비타민제,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01114,건강기능식품,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01114,건강기능식품,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01114,건강기능식품,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01115,유산균,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01115,유산균,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01115,유산균,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01116,병원약품,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01116,병원약품,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01116,병원약품,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F012,의료용품 및 치료기기,A,2020=100
901Y009,4.2.1. 소비자물가지수,F012,의료용품 및 치료기기,M,2020=100
901Y009,4.2.1. 소비자물가지수,F012,의료용품 및 치료기기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01201,종이기저귀,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01201,종이기저귀,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01201,종이기저귀,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01202,생리대,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01202,생리대,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01202,생리대,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01203,마스크,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01203,마스크,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01203,마스크,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01204,반창고,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01204,반창고,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01204,반창고,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01205,안경,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01205,안경,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01205,안경,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01206,콘택트렌즈,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01206,콘택트렌즈,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01206,콘택트렌즈,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01207,의료측정기,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01207,의료측정기,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01207,의료측정기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01208,보청기,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01208,보청기,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01208,보청기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01209,건강기기렌탈비,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01209,건강기기렌탈비,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01209,건강기기렌탈비,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F01210,치료재료,A,2020=100
901Y009,4.2.1. 소비자물가지수,F01210,치료재료,M,2020=100
901Y009,4.2.1. 소비자물가지수,F01210,치료재료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F02,외래환자 서비스,A,2020=100
901Y009,4.2.1. 소비자물가지수,F02,외래환자 서비스,M,2020=100
901Y009,4.2.1. 소비자물가지수,F02,외래환자 서비스,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F021,의료서비스,A,2020=100
901Y009,4.2.1. 소비자물가지수,F021,의료서비스,M,2020=100
901Y009,4.2.1. 소비자물가지수,F021,의료서비스,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F02101,외래진료비,A,2020=100
901Y009,4.2.1. 소비자물가지수,F02101,외래진료비,M,2020=100
901Y009,4.2.1. 소비자물가지수,F02101,외래진료비,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F02102,건강검진비,A,2020=100
901Y009,4.2.1. 소비자물가지수,F02102,건강검진비,M,2020=100
901Y009,4.2.1. 소비자물가지수,F02102,건강검진비,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F02103,한방진료비,A,2020=100
901Y009,4.2.1. 소비자물가지수,F02103,한방진료비,M,2020=100
901Y009,4.2.1. 소비자물가지수,F02103,한방진료비,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F02104,약국조제료,A,2020=100
901Y009,4.2.1. 소비자물가지수,F02104,약국조제료,M,2020=100
901Y009,4.2.1. 소비자물가지수,F02104,약국조제료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F022,기타의료서비스,A,2020=100
901Y009,4.2.1. 소비자물가지수,F022,기타의료서비스,M,2020=100
901Y009,4.2.1. 소비자물가지수,F022,기타의료서비스,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F02201,치과진료비,A,2020=100
901Y009,4.2.1. 소비자물가지수,F02201,치과진료비,M,2020=100
901Y009,4.2.1. 소비자물가지수,F02201,치과진료비,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F02202,치과보철료,A,2020=100
901Y009,4.2.1. 소비자물가지수,F02202,치과보철료,M,2020=100
901Y009,4.2.1. 소비자물가지수,F02202,치과보철료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,F03,병원 서비스,A,2020=100
