통계표코드,통계표명,항목코드,항목명,주기,단위
901Y009,4.2.1. 소비자물가지수,A01201,국산쇠고기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01202,수입쇠고기,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01202,수입쇠고기,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01202,수입쇠고기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01203,돼지고기,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01203,돼지고기,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01203,돼지고기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01204,닭고기,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01204,닭고기,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01204,닭고기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01205,소시지,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01205,소시지,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01205,소시지,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01206,햄및베이컨,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01206,햄및베이컨,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01206,햄및베이컨,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01207,기타육류가공품,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01207,기타육류가공품,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01207,기타육류가공품,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A013,어류 및 수산,A,2020=100
901Y009,4.2.1. 소비자물가지수,A013,어류 및 수산,M,2020=100
901Y009,4.2.1. 소비자물가지수,A013,어류 및 수산,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01301,갈치,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01301,갈치,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01301,갈치,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01302,명태,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01302,명태,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01302,명태,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01303,조기,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01303,조기,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01303,조기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01304,고등어,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01304,고등어,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01304,고등어,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01305,오징어,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01305,오징어,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01305,오징어,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01306,게,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01306,게,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01306,게,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01307,굴,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01307,굴,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01307,굴,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01308,조개,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01308,조개,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01308,조개,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01309,전복,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01309,전복,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01309,전복,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01310,새우,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01310,새우,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01310,새우,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01311,마른멸치,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01311,마른멸치,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01311,마른멸치,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01312,마른오징어,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01312,마른오징어,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01312,마른오징어,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01313,낙지,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01313,낙지,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01313,낙지,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01314,오징어채,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01314,오징어채,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01314,오징어채,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01315,북어채,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01315,북어채,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01315,북어채,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01316,어묵,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01316,어묵,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01316,어묵,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01317,맛살,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01317,맛살,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01317,맛살,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01318,수산물통조림,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01318,수산물통조림,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01318,수산물통조림,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01319,젓갈,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01319,젓갈,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01319,젓갈,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A014,"우유, 치즈 및 계란",A,2020=100
901Y009,4.2.1. 소비자물가지수,A014,"우유, 치즈 및 계란",M,2020=100
901Y009,4.2.1. 소비자물가지수,A014,"우유, 치즈 및 계란",Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01401,우유,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01401,우유,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01401,우유,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01402,분유,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01402,분유,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01402,분유,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01403,치즈,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01403,치즈,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01403,치즈,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01404,발효유,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01404,발효유,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01404,발효유,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01405,달걀,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01405,달걀,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01405,달걀,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A015,식용유지,A,2020=100
901Y009,4.2.1. 소비자물가지수,A015,식용유지,M,2020=100
901Y009,4.2.1. 소비자물가지수,A015,식용유지,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01501,참기름,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01501,참기름,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01501,참기름,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01502,식용유,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01502,식용유,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01502,식용유,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A016,과일,A,2020=100
901Y009,4.2.1. 소비자물가지수,A016,과일,M,2020=100
901Y009,4.2.1. 소비자물가지수,A016,과일,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01601,사과,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01601,사과,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01601,사과,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01602,배,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01602,배,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01602,배,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01603,복숭아,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01603,복숭아,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01603,복숭아,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01604,포도,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01604,포도,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01604,포도,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01605,밤,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01605,밤,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01605,밤,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01606,감,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01606,감,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01606,감,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01607,귤,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01607,귤,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01607,귤,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01608,오렌지,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01608,오렌지,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01608,오렌지,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01609,참외,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01609,참외,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01609,참외,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01610,수박,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01610,수박,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01610,수박,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01611,딸기,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01611,딸기,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01611,딸기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01612,바나나,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01612,바나나,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01612,바나나,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01613,키위,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01613,키위,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01613,키위,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01614,블루베리,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01614,블루베리,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01614,블루베리,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01615,망고,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01615,망고,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01615,망고,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01616,체리,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01616,체리,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01616,체리,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01617,아보카도,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01617,아보카도,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01617,아보카도,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01618,파인애플,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01618,파인애플,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01618,파인애플,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01619,아몬드,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01619,아몬드,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01619,아몬드,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01620,과일가공품,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01620,과일가공품,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01620,과일가공품,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A017,채소 및 해조,A,2020=100
901Y009,4.2.1. 소비자물가지수,A017,채소 및 해조,M,2020=100
901Y009,4.2.1. 소비자물가지수,A017,채소 및 해조,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01701,배추,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01701,배추,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01701,배추,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01702,상추,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01702,상추,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01702,상추,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01703,시금치,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01703,시금치,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01703,시금치,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01704,양배추,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01704,양배추,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01704,양배추,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01705,미나리,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01705,미나리,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01705,미나리,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01706,깻잎,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01706,깻잎,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01706,깻잎,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01707,부추,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01707,부추,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01707,부추,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01708,무,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01708,무,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01708,무,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01709,열무,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01709,열무,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01709,열무,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01710,당근,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01710,당근,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01710,당근,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01711,감자,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01711,감자,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01711,감자,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01712,고구마,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01712,고구마,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01712,고구마,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01713,도라지,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01713,도라지,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01713,도라지,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01714,콩나물,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01714,콩나물,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01714,콩나물,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01715,버섯,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01715,버섯,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01715,버섯,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01716,오이,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01716,오이,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01716,오이,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01717,풋고추,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01717,풋고추,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01717,풋고추,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01718,호박,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01718,호박,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01718,호박,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01719,가지,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01719,가지,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01719,가지,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01720,토마토,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01720,토마토,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01720,토마토,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01721,파,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01721,파,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01721,파,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01722,양파,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01722,양파,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01722,양파,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01723,마늘,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01723,마늘,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01723,마늘,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01724,브로콜리,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01724,브로콜리,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01724,브로콜리,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01725,고사리,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01725,고사리,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01725,고사리,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01726,파프리카,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01726,파프리카,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01726,파프리카,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01727,단무지,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01727,단무지,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01727,단무지,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01728,김,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01728,김,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01728,김,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01729,맛김,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01729,맛김,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01729,맛김,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01730,미역,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01730,미역,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01730,미역,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A018,"과자, 빙과류 및 당류",A,2020=100
901Y009,4.2.1. 소비자물가지수,A018,"과자, 빙과류 및 당류",M,2020=100
901Y009,4.2.1. 소비자물가지수,A018,"과자, 빙과류 및 당류",Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01801,초콜릿,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01801,초콜릿,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01801,초콜릿,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01802,사탕,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01802,사탕,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01802,사탕,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01803,껌,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01803,껌,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01803,껌,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01804,아이스크림,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01804,아이스크림,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01804,아이스크림,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01805,비스킷,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01805,비스킷,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01805,비스킷,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01806,스낵과자,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01806,스낵과자,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01806,스낵과자,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01807,파이,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01807,파이,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01807,파이,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01808,설탕,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01808,설탕,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01808,설탕,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01809,잼,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01809,잼,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01809,잼,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01810,꿀,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01810,꿀,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01810,꿀,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01811,물엿,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01811,물엿,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01811,물엿,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A019,기타 식료품,A,2020=100
901Y009,4.2.1. 소비자물가지수,A019,기타 식료품,M,2020=100
901Y009,4.2.1. 소비자물가지수,A019,기타 식료품,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01901,고춧가루,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01901,고춧가루,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01901,고춧가루,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01902,참깨,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01902,참깨,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01902,참깨,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01903,생강,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01903,생강,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01903,생강,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01904,소금,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01904,소금,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01904,소금,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01905,간장,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01905,간장,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01905,간장,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01906,된장,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01906,된장,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01906,된장,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01907,양념소스,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01907,양념소스,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01907,양념소스,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01908,고추장,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01908,고추장,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01908,고추장,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01909,카레,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01909,카레,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01909,카레,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01910,식초,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01910,식초,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01910,식초,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01911,드레싱,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01911,드레싱,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01911,드레싱,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01912,혼합조미료,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01912,혼합조미료,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01912,혼합조미료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01913,스프,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01913,스프,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01913,스프,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01914,이유식,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01914,이유식,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01914,이유식,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01915,김치,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01915,김치,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01915,김치,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01916,밑반찬,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01916,밑반찬,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01916,밑반찬,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01917,냉동식품,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01917,냉동식품,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01917,냉동식품,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01918,즉석식품,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01918,즉석식품,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01918,즉석식품,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01919,편의점도시락,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01919,편의점도시락,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01919,편의점도시락,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A01920,삼각김밥,A,2020=100
901Y009,4.2.1. 소비자물가지수,A01920,삼각김밥,M,2020=100
901Y009,4.2.1. 소비자물가지수,A01920,삼각김밥,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A02,비주류 음료,A,2020=100
901Y009,4.2.1. 소비자물가지수,A02,비주류 음료,M,2020=100
901Y009,4.2.1. 소비자물가지수,A02,비주류 음료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A021,"커피, 차 및 코코아",A,2020=100
901Y009,4.2.1. 소비자물가지수,A021,"커피, 차 및 코코아",M,2020=100
901Y009,4.2.1. 소비자물가지수,A021,"커피, 차 및 코코아",Q,2020=100
901Y009,4.2.1. 소비자물가지수,A02101,커피,A,2020=100
901Y009,4.2.1. 소비자물가지수,A02101,커피,M,2020=100
901Y009,4.2.1. 소비자물가지수,A02101,커피,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A02102,차,A,2020=100
901Y009,4.2.1. 소비자물가지수,A02102,차,M,2020=100
901Y009,4.2.1. 소비자물가지수,A02102,차,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A022,"생수, 청량음료, 과일주스 및 채소주스",A,2020=100
901Y009,4.2.1. 소비자물가지수,A022,"생수, 청량음료, 과일주스 및 채소주스",M,2020=100
901Y009,4.2.1. 소비자물가지수,A022,"생수, 청량음료, 과일주스 및 채소주스",Q,2020=100
901Y009,4.2.1. 소비자물가지수,A02201,주스,A,2020=100
901Y009,4.2.1. 소비자물가지수,A02201,주스,M,2020=100
901Y009,4.2.1. 소비자물가지수,A02201,주스,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A02202,두유,A,2020=100
901Y009,4.2.1. 소비자물가지수,A02202,두유,M,2020=100
901Y009,4.2.1. 소비자물가지수,A02202,두유,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A02203,생수,A,2020=100
901Y009,4.2.1. 소비자물가지수,A02203,생수,M,2020=100
901Y009,4.2.1. 소비자물가지수,A02203,생수,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A02204,기능성음료,A,2020=100
901Y009,4.2.1. 소비자물가지수,A02204,기능성음료,M,2020=100
901Y009,4.2.1. 소비자물가지수,A02204,기능성음료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A02205,탄산음료,A,2020=100
901Y009,4.2.1. 소비자물가지수,A02205,탄산음료,M,2020=100
