기준월,대분류,지표명,항목,실적,전망중심,전망하단,전망상단
2029-06-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.524,3.037,6.011
2029-07-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.524,3.016,6.032
2029-08-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.524,2.995,6.053
2029-09-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.524,2.975,6.073
2029-10-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.524,2.954,6.094
2029-11-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.524,2.934,6.114
2029-12-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.524,2.915,6.133
2015-01-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.209,,,
2015-02-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.191,,,
2015-03-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.027,,,
2015-04-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.888,,,
2015-05-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.025,,,
2015-06-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.923,,,
2015-07-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.919,,,
2015-08-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.909,,,
2015-09-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.872,,,
2015-10-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.894,,,
2015-11-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.064,,,
2015-12-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.085,,,
2016-01-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.033,,,
2016-02-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.901,,,
2016-03-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.952,,,
2016-04-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.936,,,
2016-05-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.94,,,
2016-06-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.833,,,
2016-07-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.721,,,
2016-08-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.725,,,
2016-09-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.791,,,
2016-10-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.87,,,
2016-11-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.128,,,
2016-12-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.281,,,
2017-01-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.281,,,
2017-02-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.331,,,
2017-03-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.413,,,
2017-04-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.411,,,
2017-05-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.443,,,
2017-06-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.444,,,
2017-07-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.52,,,
2017-08-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.565,,,
2017-09-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.576,,,
2017-10-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.823,,,
2017-11-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.959,,,
2017-12-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.909,,,
2018-01-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.984,,,
2018-02-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.051,,,
2018-03-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.051,,,
2018-04-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.013,,,
2018-05-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.073,,,
2018-06-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.016,,,
2018-07-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.957,,,
2018-08-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.846,,,
2018-09-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.476,,,
2018-10-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.515,,,
2018-11-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.454,,,
2018-12-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.373,,,
2019-01-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.343,,,
2019-02-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.329,,,
2019-03-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.318,,,
2019-04-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.28,,,
2019-05-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.224,,,
2019-06-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.097,,,
2019-07-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.989,,,
2019-08-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.791,,,
2019-09-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.894,,,
2019-10-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.97,,,
2019-11-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.112,,,
2019-12-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.059,,,
2020-01-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.068,,,
2020-02-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",7.971,,,
2020-03-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.005,,,
2020-04-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.367,,,
2020-05-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.44,,,
2020-06-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.515,,,
2020-07-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.544,,,
2020-08-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.542,,,
2020-09-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.59,,,
2020-10-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.598,,,
2020-11-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.636,,,
2020-12-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.619,,,
2021-01-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.543,,,
2021-02-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.439,,,
2021-03-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.459,,,
2021-04-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.351,,,
2021-05-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.259,,,
2021-06-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.29,,,
2021-07-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.245,,,
2021-08-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.17,,,
2021-09-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.197,,,
2021-10-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.376,,,
2021-11-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.374,,,
2021-12-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.263,,,
2022-01-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.506,,,
2022-02-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.724,,,
2022-03-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.858,,,
2022-04-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.471,,,
2022-05-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.618,,,
2022-06-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.08,,,
2022-07-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.976,,,
2022-08-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.078,,,
2022-09-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.756,,,
2022-10-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",11.288,,,
2022-11-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",11.331,,,
2022-12-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",11.173,,,
2023-01-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.788,,,
2023-02-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.631,,,
2023-03-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.595,,,
2023-04-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.458,,,
2023-05-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.524,,,
2023-06-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.744,,,
2023-07-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.829,,,
2023-08-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.91,,,
2023-09-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",11.022,,,
2023-10-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",11.222,,,
2023-11-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.978,,,
2023-12-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.529,,,
2024-01-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.453,,,
2024-02-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.44,,,
2024-03-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.21,,,
2024-04-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.189,,,
2024-05-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.054,,,
2024-06-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.824,,,
2024-07-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.614,,,
2024-08-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.4,,,
2024-09-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.335,,,
2024-10-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.342,,,
2024-11-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.248,,,
2024-12-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.014,,,
2025-01-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.989,,,
2025-02-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.972,,,
2025-03-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.922,,,
2025-04-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.733,,,
2025-05-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.657,,,
2025-06-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.763,,,
2025-07-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.784,,,
2025-08-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.752,,,
2025-09-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.772,,,
2025-10-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",8.877,,,
2025-11-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.151,,,
2025-12-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.343,,,
2026-01-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.39,,,
2026-02-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.542,,,
2026-03-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.771,,,
2026-04-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",9.871,,,
2026-05-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.115,,,
2026-06-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.246,,,
2026-07-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",10.331,,,
2026-08-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,10.058,10.604
2026-09-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.945,10.717
2026-10-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.859,10.803
2026-11-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.786,10.876
2026-12-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.721,10.941
2027-01-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.663,10.999
2027-02-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.61,11.052
2027-03-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.56,11.102
2027-04-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.513,11.149
2027-05-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.469,11.193
2027-06-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.427,11.235
2027-07-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.387,11.275
2027-08-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.348,11.314
2027-09-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.311,11.351
2027-10-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.275,11.387
2027-11-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.241,11.421
2027-12-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.207,11.455
2028-01-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.174,11.488
2028-02-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.143,11.519
2028-03-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.112,11.55
2028-04-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.082,11.58
2028-05-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.052,11.61
2028-06-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,9.024,11.638
2028-07-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.996,11.666
2028-08-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.968,11.694
2028-09-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.941,11.721
2028-10-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.915,11.747
2028-11-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.889,11.773
2028-12-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.863,11.799
2029-01-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.838,11.824
2029-02-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.813,11.849
2029-03-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.789,11.873
2029-04-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.765,11.897
2029-05-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.742,11.92
2029-06-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.718,11.944
2029-07-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.695,11.967
2029-08-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.673,11.989
2029-09-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.651,12.011
2029-10-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.629,12.033
2029-11-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.607,12.055
2029-12-01,PF금리,"회사채(3년, BBB-) 수익률","회사채(3년, BBB-)",,10.331,8.586,12.076
